id,domain,topic,question_type,difficulty,question,question_en,question_fr,question_ar,question_de,question_pt,question_es,languages
Q1357,philosophy,virtue,analysis_steps,medium,What questions should a researcher ask when analyzing virtue?,What questions should a researcher ask when analyzing virtue?,Quelles étapes suivrais-tu pour analyser la vertu ?,ما الخطوات التي ستتبعها لتحليل الفضيلة؟,"Welche Schritte würdest du befolgen, um Tugend zu analysieren?",Quais etapas você seguiria para analisar virtude?,¿Qué pasos seguirías para analizar virtud?,"en,fr,ar,de,pt,es"
Q1358,philosophy,knowledge,expert_importance,medium,Why is knowledge considered important by specialists?,Why is knowledge considered important by specialists?,Pourquoi les experts en philosophie s’intéressent-ils à la connaissance ?,لماذا يهتم خبراء الفلسفة بـ المعرفة؟,Warum interessieren sich Experten für Philosophie für Wissen?,Por que especialistas em filosofia se importam com conhecimento?,¿Por qué los expertos en filosofía se interesan por conocimiento?,"en,fr,ar,de,pt,es"
Q1359,philosophy,existence,causes_principles,medium,What fundamental rules explain how existence works?,What fundamental rules explain how existence works?,Quelles sont les causes ou les principes principaux derrière l’existence ?,ما الأسباب أو المبادئ الرئيسية وراء الوجود؟,Was sind die wichtigsten Ursachen oder Prinzipien hinter Existenz?,Quais são as principais causas ou princípios por trás de existência?,¿Cuáles son las principales causas o principios detrás de existencia?,"en,fr,ar,de,pt,es"
Q1360,philosophy,happiness,case_study,hard,What would a successful example of happiness look like?,What would a successful example of happiness look like?,Analyse une étude de cas où le bonheur a joué un rôle important.,حلّل دراسة حالة لعب فيها السعادة دورًا مهمًا.,"Analysiere eine Fallstudie, in der Glück eine wichtige Rolle gespielt hat.",Analise um estudo de caso em que felicidade teve um papel importante.,Analiza un caso en el que felicidad desempeñó un papel importante.,"en,fr,ar,de,pt,es"
Q1361,philosophy,political philosophy,why_how,medium,Why does political philosophy matter in modern life?,Why does political philosophy matter in modern life?,"Comment la philosophie politique influence-t-il les décisions, les systèmes ou les comportements ?",كيف يؤثر الفلسفة السياسية في القرارات أو الأنظمة أو السلوك؟,"Wie beeinflusst politische Philosophie Entscheidungen, Systeme oder Verhalten?","Como filosofia política influencia decisões, sistemas ou comportamentos?","¿Cómo influye filosofía política en las decisiones, los sistemas o el comportamiento?","en,fr,ar,de,pt,es"
Q1362,philosophy,knowledge,why_how,medium,Why does knowledge matter in modern life?,Why does knowledge matter in modern life?,"Comment la connaissance influence-t-il les décisions, les systèmes ou les comportements ?",كيف يؤثر المعرفة في القرارات أو الأنظمة أو السلوك؟,"Wie beeinflusst Wissen Entscheidungen, Systeme oder Verhalten?","Como conhecimento influencia decisões, sistemas ou comportamentos?","¿Cómo influye conocimiento en las decisiones, los sistemas o el comportamiento?","en,fr,ar,de,pt,es"
Q1363,philosophy,existence,misconceptions,medium,"What do people often get wrong about existence, and how would you correct it?","What do people often get wrong about existence, and how would you correct it?",Quelles sont les idées fausses courantes sur l’existence ?,ما المفاهيم الخاطئة الشائعة حول الوجود؟,Welche häufigen Missverständnisse gibt es über Existenz?,Quais são os equívocos comuns sobre existência?,¿Cuáles son los conceptos erróneos comunes sobre existencia?,"en,fr,ar,de,pt,es"
Q1364,philosophy,rights,evaluation,hard,What makes an argument about rights strong or weak?,What makes an argument about rights strong or weak?,Quelles preuves montreraient que les droits est utilisé correctement ?,ما الدليل الذي يوضح أن الحقوق يُستخدم بشكل صحيح؟,"Welche Belege würden zeigen, dass Rechte richtig verwendet wird?",Que evidências mostrariam que direitos está sendo usado corretamente?,¿Qué evidencia mostraría que derechos se está usando correctamente?,"en,fr,ar,de,pt,es"
Q1365,philosophy,mind-body problem,advantages_limitations,medium,What are the strengths and weaknesses of using mind-body problem?,What are the strengths and weaknesses of using mind-body problem?,Quels sont les avantages et les limites de le problème corps-esprit ?,ما مزايا وحدود مشكلة العقل والجسد؟,Welche Vorteile und Grenzen hat Leib-Seele-Problem?,Quais são as vantagens e limitações de problema mente-corpo?,¿Cuáles son las ventajas y limitaciones de problema mente-cuerpo?,"en,fr,ar,de,pt,es"
Q1366,philosophy,political philosophy,case_study,hard,What would a successful example of political philosophy look like?,What would a successful example of political philosophy look like?,Analyse une étude de cas où la philosophie politique a joué un rôle important.,حلّل دراسة حالة لعب فيها الفلسفة السياسية دورًا مهمًا.,"Analysiere eine Fallstudie, in der politische Philosophie eine wichtige Rolle gespielt hat.",Analise um estudo de caso em que filosofia política teve um papel importante.,Analiza un caso en el que filosofía política desempeñó un papel importante.,"en,fr,ar,de,pt,es"
Q1367,philosophy,truth,analysis_steps,medium,What steps would you follow to analyze truth?,What steps would you follow to analyze truth?,Quelles étapes suivrais-tu pour analyser la vérité ?,ما الخطوات التي ستتبعها لتحليل الحقيقة؟,"Welche Schritte würdest du befolgen, um Wahrheit zu analysieren?",Quais etapas você seguiria para analisar verdade?,¿Qué pasos seguirías para analizar verdad?,"en,fr,ar,de,pt,es"
Q1368,philosophy,justice,why_how,medium,Why can justice be difficult to understand?,Why can justice be difficult to understand?,"Comment la justice influence-t-il les décisions, les systèmes ou les comportements ?",كيف يؤثر العدالة في القرارات أو الأنظمة أو السلوك؟,"Wie beeinflusst Gerechtigkeit Entscheidungen, Systeme oder Verhalten?","Como justiça influencia decisões, sistemas ou comportamentos?","¿Cómo influye justicia en las decisiones, los sistemas o el comportamiento?","en,fr,ar,de,pt,es"
Q1369,philosophy,liberty,history_change,medium,What major developments shaped the modern understanding of liberty?,What major developments shaped the modern understanding of liberty?,Comment la liberté a-t-il évolué au fil du temps ?,كيف تغيّر الحرية مع مرور الوقت؟,Wie hat sich Freiheit im Laufe der Zeit verändert?,Como liberdade mudou ao longo do tempo?,¿Cómo ha cambiado libertad con el tiempo?,"en,fr,ar,de,pt,es"
Q1370,philosophy,rights,beginner_explanation,easy,What beginner-friendly example can make rights easier to understand?,What beginner-friendly example can make rights easier to understand?,Comment expliquerais-tu les droits à un débutant qui étudie philosophie ?,كيف تشرح الحقوق لمبتدئ يدرس الفلسفة؟,"Wie würdest du Rechte einem Anfänger erklären, der Philosophie lernt?",Como você explicaria direitos para um iniciante que estuda filosofia?,¿Cómo explicarías derechos a un principiante que estudia filosofía?,"en,fr,ar,de,pt,es"
Q1371,philosophy,existence,history_change,medium,How did earlier thinkers or societies understand existence differently from today?,How did earlier thinkers or societies understand existence differently from today?,Comment l’existence a-t-il évolué au fil du temps ?,كيف تغيّر الوجود مع مرور الوقت؟,Wie hat sich Existenz im Laufe der Zeit verändert?,Como existência mudou ao longo do tempo?,¿Cómo ha cambiado existencia con el tiempo?,"en,fr,ar,de,pt,es"
Q1372,philosophy,beauty,why_how,medium,Why might different people interpret beauty differently?,Why might different people interpret beauty differently?,"Comment la beauté influence-t-il les décisions, les systèmes ou les comportements ?",كيف يؤثر الجمال في القرارات أو الأنظمة أو السلوك؟,"Wie beeinflusst Schönheit Entscheidungen, Systeme oder Verhalten?","Como beleza influencia decisões, sistemas ou comportamentos?","¿Cómo influye belleza en las decisiones, los sistemas o el comportamiento?","en,fr,ar,de,pt,es"
Q1373,philosophy,moral responsibility,beginner_explanation,easy,What is the simplest way to introduce moral responsibility without using advanced vocabulary?,What is the simplest way to introduce moral responsibility without using advanced vocabulary?,Comment expliquerais-tu la responsabilité morale à un débutant qui étudie philosophie ?,كيف تشرح المسؤولية الأخلاقية لمبتدئ يدرس الفلسفة؟,"Wie würdest du moralische Verantwortung einem Anfänger erklären, der Philosophie lernt?",Como você explicaria responsabilidade moral para um iniciante que estuda filosofia?,¿Cómo explicarías responsabilidad moral a un principiante que estudia filosofía?,"en,fr,ar,de,pt,es"
Q1374,philosophy,free will,beginner_explanation,easy,What is the simplest way to introduce free will without using advanced vocabulary?,What is the simplest way to introduce free will without using advanced vocabulary?,Comment expliquerais-tu le libre arbitre à un débutant qui étudie philosophie ?,كيف تشرح الإرادة الحرة لمبتدئ يدرس الفلسفة؟,"Wie würdest du freier Wille einem Anfänger erklären, der Philosophie lernt?",Como você explicaria livre-arbítrio para um iniciante que estuda filosofia?,¿Cómo explicarías libre albedrío a un principiante que estudia filosofía?,"en,fr,ar,de,pt,es"
Q1375,philosophy,identity,application,medium,Design a simple project that uses identity. What would it do?,Design a simple project that uses identity. What would it do?,Comment peut-on utiliser l’identité de manière responsable dans le monde réel ?,كيف يمكن استخدام الهوية بمسؤولية في العالم الحقيقي؟,Wie kann man Identität in der realen Welt verantwortungsvoll nutzen?,Como identidade pode ser usado de forma responsável no mundo real?,¿Cómo se puede usar identidad de manera responsable en el mundo real?,"en,fr,ar,de,pt,es"
